,date,location,people_vaccinated_per_hundred
10482,2021-01-13,Pennsylvania,2.23
10483,2021-01-14,Pennsylvania,2.76
10484,2021-01-15,Pennsylvania,2.97
10485,2021-01-16,Pennsylvania,2.97
10486,2021-01-17,Pennsylvania,2.97
10487,2021-01-18,Pennsylvania,2.97
10488,2021-01-19,Pennsylvania,3.63
10489,2021-01-20,Pennsylvania,3.77
10490,2021-01-21,Pennsylvania,3.97
10491,2021-01-22,Pennsylvania,4.21
10492,2021-01-23,Pennsylvania,4.47
10493,2021-01-24,Pennsylvania,4.78
10494,2021-01-25,Pennsylvania,5.0
10495,2021-01-26,Pennsylvania,5.14
10496,2021-01-27,Pennsylvania,5.42
10497,2021-01-28,Pennsylvania,5.43
10498,2021-01-29,Pennsylvania,6.07
10499,2021-01-30,Pennsylvania,6.4
10500,2021-01-31,Pennsylvania,6.73
10501,2021-02-01,Pennsylvania,7.03
10502,2021-02-02,Pennsylvania,7.16
10503,2021-02-03,Pennsylvania,7.17
10504,2021-02-04,Pennsylvania,7.49
10505,2021-02-05,Pennsylvania,7.76
10506,2021-02-06,Pennsylvania,8.1
10507,2021-02-07,Pennsylvania,8.46
10508,2021-02-08,Pennsylvania,8.66
10509,2021-02-09,Pennsylvania,8.86
10510,2021-02-10,Pennsylvania,9.19
10511,2021-02-11,Pennsylvania,9.5
10512,2021-02-12,Pennsylvania,9.88
10513,2021-02-13,Pennsylvania,9.91
10514,2021-02-14,Pennsylvania,10.65
10515,2021-02-15,Pennsylvania,10.65
10516,2021-02-16,Pennsylvania,10.7
10517,2021-02-17,Pennsylvania,11.29
10518,2021-02-18,Pennsylvania,11.55
10519,2021-02-19,Pennsylvania,12.51
10520,2021-02-20,Pennsylvania,12.72
10521,2021-02-21,Pennsylvania,13.03
10522,2021-02-22,Pennsylvania,13.28
10523,2021-02-23,Pennsylvania,13.36
10524,2021-02-24,Pennsylvania,13.53
10525,2021-02-25,Pennsylvania,13.8
10526,2021-02-26,Pennsylvania,14.1
10527,2021-02-27,Pennsylvania,14.6
10528,2021-02-28,Pennsylvania,14.93
10529,2021-03-01,Pennsylvania,15.28
10530,2021-03-02,Pennsylvania,15.56
10531,2021-03-03,Pennsylvania,15.84
10532,2021-03-04,Pennsylvania,16.25
10533,2021-03-05,Pennsylvania,16.99
10534,2021-03-06,Pennsylvania,17.63
10535,2021-03-07,Pennsylvania,17.76
10536,2021-03-08,Pennsylvania,17.88
10537,2021-03-09,Pennsylvania,18.76
10538,2021-03-10,Pennsylvania,19.3
10539,2021-03-11,Pennsylvania,19.77
10540,2021-03-12,Pennsylvania,19.9
10541,2021-03-13,Pennsylvania,21.49
10542,2021-03-14,Pennsylvania,21.97
10543,2021-03-15,Pennsylvania,22.36
10544,2021-03-16,Pennsylvania,22.67
10545,2021-03-17,Pennsylvania,23.53
10546,2021-03-18,Pennsylvania,24.11
10547,2021-03-19,Pennsylvania,24.25
10548,2021-03-20,Pennsylvania,24.41
10549,2021-03-21,Pennsylvania,24.45
10550,2021-03-22,Pennsylvania,25.07
10551,2021-03-23,Pennsylvania,27.19
10552,2021-03-24,Pennsylvania,27.96
10553,2021-03-25,Pennsylvania,28.13
10554,2021-03-26,Pennsylvania,29.21
10555,2021-03-27,Pennsylvania,30.01
10556,2021-03-28,Pennsylvania,30.6
10557,2021-03-29,Pennsylvania,31.03
10558,2021-03-30,Pennsylvania,31.27
10559,2021-03-31,Pennsylvania,31.8
10560,2021-04-01,Pennsylvania,32.44
10561,2021-04-02,Pennsylvania,33.46
10562,2021-04-03,Pennsylvania,34.24
10563,2021-04-04,Pennsylvania,34.82
10564,2021-04-05,Pennsylvania,35.19
10565,2021-04-06,Pennsylvania,35.37
10566,2021-04-07,Pennsylvania,35.44
10567,2021-04-08,Pennsylvania,35.56
10568,2021-04-09,Pennsylvania,35.99
10569,2021-04-10,Pennsylvania,38.48
10570,2021-04-11,Pennsylvania,38.95
10571,2021-04-12,Pennsylvania,39.52
10572,2021-04-13,Pennsylvania,40.07
10573,2021-04-14,Pennsylvania,40.65
10574,2021-04-15,Pennsylvania,41.31
10575,2021-04-16,Pennsylvania,42.07
10576,2021-04-17,Pennsylvania,42.66
10577,2021-04-18,Pennsylvania,43.16
10578,2021-04-19,Pennsylvania,43.43
10579,2021-04-20,Pennsylvania,43.89
10580,2021-04-21,Pennsylvania,44.69
10581,2021-04-22,Pennsylvania,45.28
10582,2021-04-23,Pennsylvania,46.19
10583,2021-04-24,Pennsylvania,46.96
10584,2021-04-25,Pennsylvania,47.32
10585,2021-04-26,Pennsylvania,47.68
10586,2021-04-27,Pennsylvania,48.05
10587,2021-04-28,Pennsylvania,48.47
10588,2021-04-29,Pennsylvania,48.96
10589,2021-04-30,Pennsylvania,49.42
10590,2021-05-01,Pennsylvania,50.13
10591,2021-05-02,Pennsylvania,50.34
10592,2021-05-03,Pennsylvania,50.61
10593,2021-05-04,Pennsylvania,50.85
10594,2021-05-05,Pennsylvania,51.17
10595,2021-05-06,Pennsylvania,51.56
10596,2021-05-07,Pennsylvania,51.92
10597,2021-05-08,Pennsylvania,52.32
10598,2021-05-09,Pennsylvania,52.55
10599,2021-05-10,Pennsylvania,52.74
10600,2021-05-11,Pennsylvania,53.07
10601,2021-05-12,Pennsylvania,53.28
10602,2021-05-13,Pennsylvania,53.64
10603,2021-05-14,Pennsylvania,53.87
10604,2021-05-15,Pennsylvania,54.21
10605,2021-05-16,Pennsylvania,54.56
10606,2021-05-17,Pennsylvania,54.76
10607,2021-05-18,Pennsylvania,54.98
10608,2021-05-19,Pennsylvania,55.38
10609,2021-05-20,Pennsylvania,55.69
10610,2021-05-21,Pennsylvania,56.13
10611,2021-05-22,Pennsylvania,56.46
10612,2021-05-23,Pennsylvania,56.69
10613,2021-05-24,Pennsylvania,56.86
10614,2021-05-25,Pennsylvania,57.0
10615,2021-05-26,Pennsylvania,57.27
10616,2021-05-27,Pennsylvania,57.56
10617,2021-05-28,Pennsylvania,57.83
10618,2021-05-29,Pennsylvania,58.14
10619,2021-05-30,Pennsylvania,58.33
10620,2021-05-31,Pennsylvania,58.33
10621,2021-06-01,Pennsylvania,58.5
10622,2021-06-02,Pennsylvania,58.62
10623,2021-06-03,Pennsylvania,58.73
10624,2021-06-04,Pennsylvania,59.14
10625,2021-06-05,Pennsylvania,59.39
10626,2021-06-06,Pennsylvania,59.4
10627,2021-06-07,Pennsylvania,59.57
10628,2021-06-08,Pennsylvania,59.84
10629,2021-06-09,Pennsylvania,59.92
10630,2021-06-10,Pennsylvania,60.08
10631,2021-06-11,Pennsylvania,60.32
10632,2021-06-12,Pennsylvania,60.59
10633,2021-06-13,Pennsylvania,60.75
10634,2021-06-14,Pennsylvania,60.92
10635,2021-06-15,Pennsylvania,61.06
10636,2021-06-16,Pennsylvania,61.07
10637,2021-06-17,Pennsylvania,61.4
10638,2021-06-18,Pennsylvania,61.6
10639,2021-06-19,Pennsylvania,61.71
10640,2021-06-20,Pennsylvania,61.84
10641,2021-06-21,Pennsylvania,61.91
10642,2021-06-22,Pennsylvania,61.98
10643,2021-06-23,Pennsylvania,62.09
10644,2021-06-24,Pennsylvania,62.22
10645,2021-06-25,Pennsylvania,62.32
10646,2021-06-26,Pennsylvania,62.44
10647,2021-06-27,Pennsylvania,62.52
10648,2021-06-28,Pennsylvania,62.63
10649,2021-06-29,Pennsylvania,62.67
10650,2021-06-30,Pennsylvania,62.73
10651,2021-07-01,Pennsylvania,62.87
10652,2021-07-02,Pennsylvania,62.98
10653,2021-07-03,Pennsylvania,63.09
10654,2021-07-04,Pennsylvania,63.09
10655,2021-07-05,Pennsylvania,63.09
10656,2021-07-06,Pennsylvania,63.28
10657,2021-07-07,Pennsylvania,63.35
10658,2021-07-08,Pennsylvania,63.44
10659,2021-07-09,Pennsylvania,63.5
10660,2021-07-10,Pennsylvania,63.58
10661,2021-07-11,Pennsylvania,63.67
10662,2021-07-12,Pennsylvania,63.72
10663,2021-07-13,Pennsylvania,63.78
10664,2021-07-14,Pennsylvania,63.87
10665,2021-07-15,Pennsylvania,63.95
10666,2021-07-16,Pennsylvania,64.06
10667,2021-07-17,Pennsylvania,64.15
10668,2021-07-18,Pennsylvania,64.22
10669,2021-07-19,Pennsylvania,64.31
10670,2021-07-20,Pennsylvania,64.36
10671,2021-07-21,Pennsylvania,64.48
10672,2021-07-22,Pennsylvania,64.57
10673,2021-07-23,Pennsylvania,64.69
10674,2021-07-24,Pennsylvania,64.81
10675,2021-07-25,Pennsylvania,64.91
10676,2021-07-26,Pennsylvania,64.98
10677,2021-07-27,Pennsylvania,65.02
10678,2021-07-28,Pennsylvania,65.18
10679,2021-07-29,Pennsylvania,65.32
10680,2021-07-30,Pennsylvania,65.44
10681,2021-07-31,Pennsylvania,65.45
10682,2021-08-01,Pennsylvania,65.74
10683,2021-08-02,Pennsylvania,65.84
10684,2021-08-03,Pennsylvania,65.86
10685,2021-08-04,Pennsylvania,65.99
10686,2021-08-05,Pennsylvania,66.14
10687,2021-08-06,Pennsylvania,66.29
10688,2021-08-07,Pennsylvania,66.45
10689,2021-08-08,Pennsylvania,66.6
10690,2021-08-09,Pennsylvania,66.69
10691,2021-08-10,Pennsylvania,66.76
10692,2021-08-11,Pennsylvania,66.89
10693,2021-08-12,Pennsylvania,67.03
10694,2021-08-13,Pennsylvania,67.15
10695,2021-08-14,Pennsylvania,67.32
10696,2021-08-15,Pennsylvania,67.44
10697,2021-08-16,Pennsylvania,67.45
10698,2021-08-17,Pennsylvania,67.63
10699,2021-08-18,Pennsylvania,67.73
10700,2021-08-19,Pennsylvania,67.88
10701,2021-08-20,Pennsylvania,68.02
10702,2021-08-21,Pennsylvania,68.18
10703,2021-08-22,Pennsylvania,68.32
12042,2021-01-12,Texas,2.79
12043,2021-01-13,Texas,2.97
12044,2021-01-14,Texas,3.16
12045,2021-01-15,Texas,3.46
12046,2021-01-16,Texas,3.46
12047,2021-01-17,Texas,3.46
12048,2021-01-18,Texas,3.46
12049,2021-01-19,Texas,4.22
12050,2021-01-20,Texas,4.42
12051,2021-01-21,Texas,4.61
12052,2021-01-22,Texas,4.87
12053,2021-01-23,Texas,5.09
12054,2021-01-24,Texas,5.18
12055,2021-01-25,Texas,5.28
12056,2021-01-26,Texas,5.57
12057,2021-01-27,Texas,5.69
12058,2021-01-28,Texas,5.97
12059,2021-01-29,Texas,6.22
12060,2021-01-30,Texas,6.51
12061,2021-01-31,Texas,6.65
12062,2021-02-01,Texas,6.87
12063,2021-02-02,Texas,6.87
12064,2021-02-03,Texas,7.2
12065,2021-02-04,Texas,7.52
12066,2021-02-05,Texas,7.79
12067,2021-02-06,Texas,8.18
12068,2021-02-07,Texas,8.5
12069,2021-02-08,Texas,8.67
12070,2021-02-09,Texas,8.93
12071,2021-02-10,Texas,9.22
12072,2021-02-11,Texas,9.47
12073,2021-02-12,Texas,9.78
12074,2021-02-13,Texas,10.01
12075,2021-02-14,Texas,10.24
12076,2021-02-15,Texas,10.24
12077,2021-02-16,Texas,10.48
12078,2021-02-17,Texas,10.55
12079,2021-02-18,Texas,10.59
12080,2021-02-19,Texas,11.06
12081,2021-02-20,Texas,11.18
12082,2021-02-21,Texas,11.27
12083,2021-02-22,Texas,11.38
12084,2021-02-23,Texas,11.48
12085,2021-02-24,Texas,11.67
12086,2021-02-25,Texas,11.4
12087,2021-02-26,Texas,11.66
12088,2021-02-27,Texas,11.88
12089,2021-02-28,Texas,12.18
12090,2021-03-01,Texas,12.18
12091,2021-03-02,Texas,12.88
12092,2021-03-03,Texas,13.28
12093,2021-03-04,Texas,13.64
12094,2021-03-05,Texas,14.13
12095,2021-03-06,Texas,14.65
12096,2021-03-07,Texas,14.88
12097,2021-03-08,Texas,15.2
12098,2021-03-09,Texas,15.78
12099,2021-03-10,Texas,16.35
12100,2021-03-11,Texas,16.88
12101,2021-03-12,Texas,17.59
12102,2021-03-13,Texas,18.25
12103,2021-03-14,Texas,18.68
12104,2021-03-15,Texas,19.0
12105,2021-03-16,Texas,19.32
12106,2021-03-17,Texas,19.83
12107,2021-03-18,Texas,20.39
12108,2021-03-19,Texas,20.87
12109,2021-03-20,Texas,21.37
12110,2021-03-21,Texas,21.8
12111,2021-03-22,Texas,22.04
12112,2021-03-23,Texas,22.3
12113,2021-03-24,Texas,22.26
12114,2021-03-25,Texas,22.91
12115,2021-03-26,Texas,23.52
12116,2021-03-27,Texas,24.04
12117,2021-03-28,Texas,24.48
12118,2021-03-29,Texas,24.87
12119,2021-03-30,Texas,25.3
12120,2021-03-31,Texas,25.79
12121,2021-04-01,Texas,26.38
12122,2021-04-02,Texas,27.02
12123,2021-04-03,Texas,27.48
12124,2021-04-04,Texas,27.94
12125,2021-04-05,Texas,28.46
12126,2021-04-06,Texas,28.87
12127,2021-04-07,Texas,29.32
12128,2021-04-08,Texas,29.86
12129,2021-04-09,Texas,30.64
12130,2021-04-10,Texas,31.53
12131,2021-04-11,Texas,32.05
12132,2021-04-12,Texas,32.42
12133,2021-04-13,Texas,32.84
12134,2021-04-14,Texas,33.35
12135,2021-04-15,Texas,33.84
12136,2021-04-16,Texas,34.29
12137,2021-04-17,Texas,34.76
12138,2021-04-18,Texas,34.99
12139,2021-04-19,Texas,35.33
12140,2021-04-20,Texas,35.53
12141,2021-04-21,Texas,35.83
12142,2021-04-22,Texas,36.13
12143,2021-04-23,Texas,36.45
12144,2021-04-24,Texas,36.79
12145,2021-04-25,Texas,37.07
12146,2021-04-26,Texas,37.24
12147,2021-04-27,Texas,37.42
12148,2021-04-28,Texas,37.65
12149,2021-04-29,Texas,37.93
12150,2021-04-30,Texas,38.26
12151,2021-05-01,Texas,38.5
12152,2021-05-02,Texas,38.62
12153,2021-05-03,Texas,38.72
12154,2021-05-04,Texas,38.81
12155,2021-05-05,Texas,38.99
12156,2021-05-06,Texas,39.18
12157,2021-05-07,Texas,39.36
12158,2021-05-08,Texas,39.55
12159,2021-05-09,Texas,39.69
12160,2021-05-10,Texas,39.79
12161,2021-05-11,Texas,39.92
12162,2021-05-12,Texas,40.08
12163,2021-05-13,Texas,40.23
12164,2021-05-14,Texas,40.4
12165,2021-05-15,Texas,40.66
12166,2021-05-16,Texas,40.98
12167,2021-05-17,Texas,41.27
12168,2021-05-18,Texas,41.44
12169,2021-05-19,Texas,41.71
12170,2021-05-20,Texas,41.95
12171,2021-05-21,Texas,42.33
12172,2021-05-22,Texas,42.53
12173,2021-05-23,Texas,42.77
12174,2021-05-24,Texas,42.94
12175,2021-05-25,Texas,43.14
12176,2021-05-26,Texas,43.35
12177,2021-05-27,Texas,43.54
12178,2021-05-28,Texas,43.79
12179,2021-05-29,Texas,43.99
12180,2021-05-30,Texas,44.16
12181,2021-05-31,Texas,44.16
12182,2021-06-01,Texas,44.34
12183,2021-06-02,Texas,44.43
12184,2021-06-03,Texas,44.59
12185,2021-06-04,Texas,44.78
12186,2021-06-05,Texas,44.93
12187,2021-06-06,Texas,45.09
12188,2021-06-07,Texas,45.19
12189,2021-06-08,Texas,45.3
12190,2021-06-09,Texas,45.44
12191,2021-06-10,Texas,45.61
12192,2021-06-11,Texas,45.77
12193,2021-06-12,Texas,46.02
12194,2021-06-13,Texas,46.1
12195,2021-06-14,Texas,46.16
12196,2021-06-15,Texas,46.32
12197,2021-06-16,Texas,46.6
12198,2021-06-17,Texas,46.86
12199,2021-06-18,Texas,47.01
12200,2021-06-19,Texas,47.11
12201,2021-06-20,Texas,47.22
12202,2021-06-21,Texas,47.29
12203,2021-06-22,Texas,47.36
12204,2021-06-23,Texas,47.46
12205,2021-06-24,Texas,47.55
12206,2021-06-25,Texas,47.66
12207,2021-06-26,Texas,47.78
12208,2021-06-27,Texas,47.89
12209,2021-06-28,Texas,47.97
12210,2021-06-29,Texas,48.06
12211,2021-06-30,Texas,48.15
12212,2021-07-01,Texas,48.25
12213,2021-07-02,Texas,48.35
12214,2021-07-03,Texas,48.45
12215,2021-07-04,Texas,48.54
12216,2021-07-05,Texas,48.54
12217,2021-07-06,Texas,48.63
12218,2021-07-07,Texas,48.71
12219,2021-07-08,Texas,48.82
12220,2021-07-09,Texas,48.92
12221,2021-07-10,Texas,49.03
12222,2021-07-11,Texas,49.12
12223,2021-07-12,Texas,49.19
12224,2021-07-13,Texas,49.27
12225,2021-07-14,Texas,49.37
12226,2021-07-15,Texas,49.46
12227,2021-07-16,Texas,49.54
12228,2021-07-17,Texas,49.65
12229,2021-07-18,Texas,49.74
12230,2021-07-19,Texas,49.8
12231,2021-07-20,Texas,49.91
12232,2021-07-21,Texas,50.05
12233,2021-07-22,Texas,50.25
12234,2021-07-23,Texas,50.39
12235,2021-07-24,Texas,50.39
12236,2021-07-25,Texas,50.69
12237,2021-07-26,Texas,50.81
12238,2021-07-27,Texas,50.93
12239,2021-07-28,Texas,51.08
12240,2021-07-29,Texas,51.27
12241,2021-07-30,Texas,51.47
12242,2021-07-31,Texas,51.67
12243,2021-08-01,Texas,51.85
12244,2021-08-02,Texas,52.0
12245,2021-08-03,Texas,52.13
12246,2021-08-04,Texas,52.32
12247,2021-08-05,Texas,52.51
12248,2021-08-06,Texas,52.72
12249,2021-08-07,Texas,52.95
12250,2021-08-08,Texas,53.16
12251,2021-08-09,Texas,53.31
12252,2021-08-10,Texas,53.46
12253,2021-08-11,Texas,53.62
12254,2021-08-12,Texas,53.85
12255,2021-08-13,Texas,54.13
12256,2021-08-14,Texas,54.41
12257,2021-08-15,Texas,54.61
12258,2021-08-16,Texas,54.74
12259,2021-08-17,Texas,54.88
12260,2021-08-18,Texas,55.05
12261,2021-08-19,Texas,55.26
12262,2021-08-20,Texas,55.45
12263,2021-08-21,Texas,55.6
12264,2021-08-22,Texas,55.77
13403,2021-01-12,Virginia,47.69
13404,2021-01-13,Virginia,47.69
13405,2021-01-14,Virginia,2.26
13406,2021-01-15,Virginia,2.52
13407,2021-01-16,Virginia,2.52
13408,2021-01-17,Virginia,2.52
13409,2021-01-18,Virginia,2.52
13410,2021-01-19,Virginia,3.4
13411,2021-01-20,Virginia,3.56
13412,2021-01-21,Virginia,3.75
13413,2021-01-22,Virginia,4.15
13414,2021-01-23,Virginia,4.41
13415,2021-01-24,Virginia,4.61
13416,2021-01-25,Virginia,4.87
13417,2021-01-26,Virginia,5.82
13418,2021-01-27,Virginia,6.14
13419,2021-01-28,Virginia,6.48
13420,2021-01-29,Virginia,7.02
13421,2021-01-30,Virginia,7.6
13422,2021-01-31,Virginia,8.06
13423,2021-02-01,Virginia,8.41
13424,2021-02-02,Virginia,8.69
13425,2021-02-03,Virginia,8.88
13426,2021-02-04,Virginia,9.07
13427,2021-02-05,Virginia,9.44
13428,2021-02-06,Virginia,9.87
13429,2021-02-07,Virginia,10.26
13430,2021-02-08,Virginia,10.51
13431,2021-02-09,Virginia,10.68
13432,2021-02-10,Virginia,10.84
13433,2021-02-11,Virginia,11.07
13434,2021-02-12,Virginia,11.38
13435,2021-02-13,Virginia,11.64
13436,2021-02-14,Virginia,11.77
13437,2021-02-15,Virginia,11.77
13438,2021-02-16,Virginia,12.26
13439,2021-02-17,Virginia,12.42
13440,2021-02-18,Virginia,12.61
13441,2021-02-19,Virginia,13.52
13442,2021-02-20,Virginia,13.62
13443,2021-02-21,Virginia,13.74
13444,2021-02-22,Virginia,13.97
13445,2021-02-23,Virginia,14.14
13446,2021-02-24,Virginia,14.33
13447,2021-02-25,Virginia,14.53
13448,2021-02-26,Virginia,14.85
13449,2021-02-27,Virginia,15.43
13450,2021-02-28,Virginia,15.81
13451,2021-03-01,Virginia,16.17
13452,2021-03-02,Virginia,16.43
13453,2021-03-03,Virginia,16.77
13454,2021-03-04,Virginia,17.22
13455,2021-03-05,Virginia,17.61
13456,2021-03-06,Virginia,17.96
13457,2021-03-07,Virginia,18.37
13458,2021-03-08,Virginia,18.65
13459,2021-03-09,Virginia,19.25
13460,2021-03-10,Virginia,19.73
13461,2021-03-11,Virginia,20.28
13462,2021-03-12,Virginia,20.82
13463,2021-03-13,Virginia,21.41
13464,2021-03-14,Virginia,21.93
13465,2021-03-15,Virginia,22.42
13466,2021-03-16,Virginia,22.71
13467,2021-03-17,Virginia,23.06
13468,2021-03-18,Virginia,23.61
13469,2021-03-19,Virginia,24.23
13470,2021-03-20,Virginia,24.94
13471,2021-03-21,Virginia,25.47
13472,2021-03-22,Virginia,25.83
13473,2021-03-23,Virginia,26.05
13474,2021-03-24,Virginia,26.7
13475,2021-03-25,Virginia,27.2
13476,2021-03-26,Virginia,27.87
13477,2021-03-27,Virginia,28.32
13478,2021-03-28,Virginia,29.21
13479,2021-03-29,Virginia,29.91
13480,2021-03-30,Virginia,30.7
13481,2021-03-31,Virginia,31.3
13482,2021-04-01,Virginia,31.93
13483,2021-04-02,Virginia,32.77
13484,2021-04-03,Virginia,33.66
13485,2021-04-04,Virginia,34.48
13486,2021-04-05,Virginia,34.86
13487,2021-04-06,Virginia,35.18
13488,2021-04-07,Virginia,35.71
13489,2021-04-08,Virginia,36.28
13490,2021-04-09,Virginia,37.06
13491,2021-04-10,Virginia,37.85
13492,2021-04-11,Virginia,38.6
13493,2021-04-12,Virginia,39.0
13494,2021-04-13,Virginia,39.37
13495,2021-04-14,Virginia,39.89
13496,2021-04-15,Virginia,40.33
13497,2021-04-16,Virginia,41.12
13498,2021-04-17,Virginia,41.68
13499,2021-04-18,Virginia,42.06
13500,2021-04-19,Virginia,42.42
13501,2021-04-20,Virginia,42.86
13502,2021-04-21,Virginia,43.22
13503,2021-04-22,Virginia,43.71
13504,2021-04-23,Virginia,44.27
13505,2021-04-24,Virginia,44.85
13506,2021-04-25,Virginia,45.2
13507,2021-04-26,Virginia,45.64
13508,2021-04-27,Virginia,45.94
13509,2021-04-28,Virginia,46.22
13510,2021-04-29,Virginia,46.62
13511,2021-04-30,Virginia,47.09
13512,2021-05-01,Virginia,47.52
13513,2021-05-02,Virginia,47.8
13514,2021-05-03,Virginia,47.91
13515,2021-05-04,Virginia,48.13
13516,2021-05-05,Virginia,48.38
13517,2021-05-06,Virginia,48.8
13518,2021-05-07,Virginia,49.14
13519,2021-05-08,Virginia,49.37
13520,2021-05-09,Virginia,49.61
13521,2021-05-10,Virginia,49.99
13522,2021-05-11,Virginia,50.17
13523,2021-05-12,Virginia,50.34
13524,2021-05-13,Virginia,50.52
13525,2021-05-14,Virginia,50.74
13526,2021-05-15,Virginia,51.04
13527,2021-05-16,Virginia,51.25
13528,2021-05-17,Virginia,51.51
13529,2021-05-18,Virginia,51.66
13530,2021-05-19,Virginia,52.05
13531,2021-05-20,Virginia,52.37
13532,2021-05-21,Virginia,52.89
13533,2021-05-22,Virginia,53.24
13534,2021-05-23,Virginia,53.51
13535,2021-05-24,Virginia,53.7
13536,2021-05-25,Virginia,53.9
13537,2021-05-26,Virginia,54.17
13538,2021-05-27,Virginia,54.4
13539,2021-05-28,Virginia,54.71
13540,2021-05-29,Virginia,55.0
13541,2021-05-30,Virginia,55.17
13542,2021-05-31,Virginia,55.17
13543,2021-06-01,Virginia,55.38
13544,2021-06-02,Virginia,55.51
13545,2021-06-03,Virginia,55.52
13546,2021-06-04,Virginia,55.73
13547,2021-06-05,Virginia,55.92
13548,2021-06-06,Virginia,56.26
13549,2021-06-07,Virginia,56.28
13550,2021-06-08,Virginia,56.49
13551,2021-06-09,Virginia,56.5
13552,2021-06-10,Virginia,56.65
13553,2021-06-11,Virginia,56.85
13554,2021-06-12,Virginia,57.03
13555,2021-06-13,Virginia,57.19
13556,2021-06-14,Virginia,57.25
13557,2021-06-15,Virginia,57.45
13558,2021-06-16,Virginia,57.64
13559,2021-06-17,Virginia,57.66
13560,2021-06-18,Virginia,57.91
13561,2021-06-19,Virginia,58.03
13562,2021-06-20,Virginia,58.14
13563,2021-06-21,Virginia,58.2
13564,2021-06-22,Virginia,58.28
13565,2021-06-23,Virginia,58.4
13566,2021-06-24,Virginia,58.53
13567,2021-06-25,Virginia,58.54
13568,2021-06-26,Virginia,58.64
13569,2021-06-27,Virginia,58.76
13570,2021-06-28,Virginia,58.88
13571,2021-06-29,Virginia,58.93
13572,2021-06-30,Virginia,59.05
13573,2021-07-01,Virginia,59.14
13574,2021-07-02,Virginia,59.27
13575,2021-07-03,Virginia,59.37
13576,2021-07-04,Virginia,59.45
13577,2021-07-05,Virginia,59.45
13578,2021-07-06,Virginia,59.56
13579,2021-07-07,Virginia,59.59
13580,2021-07-08,Virginia,59.67
13581,2021-07-09,Virginia,59.76
13582,2021-07-10,Virginia,59.84
13583,2021-07-11,Virginia,59.91
13584,2021-07-12,Virginia,59.99
13585,2021-07-13,Virginia,60.05
13586,2021-07-14,Virginia,60.12
13587,2021-07-15,Virginia,60.2
13588,2021-07-16,Virginia,60.3
13589,2021-07-17,Virginia,60.38
13590,2021-07-18,Virginia,60.46
13591,2021-07-19,Virginia,60.53
13592,2021-07-20,Virginia,60.58
13593,2021-07-21,Virginia,60.67
13594,2021-07-22,Virginia,60.76
13595,2021-07-23,Virginia,60.86
13596,2021-07-24,Virginia,60.96
13597,2021-07-25,Virginia,61.09
13598,2021-07-26,Virginia,61.19
13599,2021-07-27,Virginia,61.25
13600,2021-07-28,Virginia,61.34
13601,2021-07-29,Virginia,61.45
13602,2021-07-30,Virginia,61.57
13603,2021-07-31,Virginia,61.71
13604,2021-08-01,Virginia,61.94
13605,2021-08-02,Virginia,62.02
13606,2021-08-03,Virginia,62.03
13607,2021-08-04,Virginia,62.13
13608,2021-08-05,Virginia,62.27
13609,2021-08-06,Virginia,62.4
13610,2021-08-07,Virginia,62.54
13611,2021-08-08,Virginia,62.8
13612,2021-08-09,Virginia,62.81
13613,2021-08-10,Virginia,62.9
13614,2021-08-11,Virginia,63.06
13615,2021-08-12,Virginia,63.17
13616,2021-08-13,Virginia,63.28
13617,2021-08-14,Virginia,63.48
13618,2021-08-15,Virginia,63.49
13619,2021-08-16,Virginia,63.73
13620,2021-08-17,Virginia,63.82
13621,2021-08-18,Virginia,63.92
13622,2021-08-19,Virginia,64.01
13623,2021-08-20,Virginia,64.15
13624,2021-08-21,Virginia,64.28
13625,2021-08-22,Virginia,64.39
13626,2021-01-12,Washington,2.13
13627,2021-01-13,Washington,2.23
13628,2021-01-14,Washington,2.46
13629,2021-01-15,Washington,2.64
13630,2021-01-16,Washington,2.64
13631,2021-01-17,Washington,2.64
13632,2021-01-18,Washington,2.64
13633,2021-01-19,Washington,3.49
13634,2021-01-20,Washington,3.76
13635,2021-01-21,Washington,4.03
13636,2021-01-22,Washington,4.34
13637,2021-01-23,Washington,4.72
13638,2021-01-24,Washington,4.86
13639,2021-01-25,Washington,5.31
13640,2021-01-26,Washington,5.53
13641,2021-01-27,Washington,5.8
13642,2021-01-28,Washington,6.15
13643,2021-01-29,Washington,6.51
13644,2021-01-30,Washington,6.89
13645,2021-01-31,Washington,7.29
13646,2021-02-01,Washington,7.65
13647,2021-02-02,Washington,7.87
13648,2021-02-03,Washington,8.09
13649,2021-02-04,Washington,8.38
13650,2021-02-05,Washington,8.65
13651,2021-02-06,Washington,8.99
13652,2021-02-07,Washington,9.31
13653,2021-02-08,Washington,9.61
13654,2021-02-09,Washington,9.72
13655,2021-02-10,Washington,10.25
13656,2021-02-11,Washington,10.47
13657,2021-02-12,Washington,10.76
13658,2021-02-13,Washington,11.09
13659,2021-02-14,Washington,11.44
13660,2021-02-15,Washington,11.44
13661,2021-02-16,Washington,11.69
13662,2021-02-17,Washington,11.8
13663,2021-02-18,Washington,12.0
13664,2021-02-19,Washington,12.9
13665,2021-02-20,Washington,13.16
13666,2021-02-21,Washington,13.35
13667,2021-02-22,Washington,13.54
13668,2021-02-23,Washington,13.61
13669,2021-02-24,Washington,13.73
13670,2021-02-25,Washington,13.97
13671,2021-02-26,Washington,14.2
13672,2021-02-27,Washington,14.52
